key,pearson_r,rmse,mae,train_time,ms_per_mol,n_params,epochs_run,stopped_early
PDBbind_D-MPNN_L0_s456,0.5714518427848816,1.5898595710735752,1.280443549156189,32.580002784729004,0.002666473388671875,471297,55,1
PDBbind_D-MPNN_L0_s789,0.5103222727775574,1.7085020245636915,1.411657691001892,46.0400025844574,0.0013326009114583333,471297,80,0
PDBbind_D-MPNN_L0_s1024,0.3879447281360626,1.9062341783210917,1.424003005027771,37.48500061035156,0.0013322830200195312,471297,65,1
PDBbind_D-MPNN_L0_s2048,0.6306269764900208,1.5023647582618096,1.160154938697815,43.48399996757507,0.0026667912801106772,471297,76,1
PDBbind_D-MPNN_L0_s3141,0.29388266801834106,1.5950932545441157,1.275191068649292,22.10200071334839,0.0026680628458658853,471297,38,1
PDBbind_D-MPNN_L0_s9999,0.622904896736145,1.7190645103532984,1.46200692653656,29.918999433517456,0.002665837605794271,471297,52,1
PDBbind_D-MPNN_L0_s7777,0.33438149094581604,1.8091195250627126,1.4067142009735107,41.35399794578552,0.0026652018229166665,471297,72,1
PDBbind_D-MPNN_L0_s5555,0.5991519093513489,1.420191092595181,1.1546120643615723,40.58500003814697,0.0026629765828450522,471297,69,1
PDBbind_D-MPNN_L0_s1111,0.4406264126300812,1.8943430384321815,1.5063968896865845,44.314106941223145,0.0026652018229166665,471297,75,1
PDBbind_D-MPNN_L0_s2222,0.6325571537017822,1.4693262309066017,1.220839500427246,46.128392457962036,0.0026645660400390625,471297,80,0
PDBbind_D-MPNN_L0_s3333,0.6096994280815125,1.6804412569983058,1.3600516319274902,45.75800037384033,0.0026642481486002603,471297,80,0
PDBbind_D-MPNN_L0_s4444,0.482237309217453,2.0009163902845675,1.6379684209823608,21.45600152015686,0.0013329188028971355,471297,37,1
PDBbind_D-MPNN_L0_s6666,0.5984334945678711,1.6240939034998112,1.3106820583343506,45.86000037193298,0.001331329345703125,471297,80,0
PDBbind_D-MPNN_L0_s8888,0.5002777576446533,1.6558899398110172,1.3337841033935547,46.3039984703064,0.0026655197143554688,471297,80,0
PDBbind_D-MPNN_L0_s314,0.5971655249595642,1.2857810128017406,1.0256805419921875,45.79700016975403,0.002666473388671875,471297,80,0
PDBbind_D-MPNN_L0_s271,0.535120964050293,1.7556038777760294,1.378124713897705,46.31600379943848,0.0013326009114583333,471297,80,0
PDBbind_D-MPNN_L0_s1618,0.5629553198814392,1.6218331362810068,1.2464375495910645,45.490001916885376,0.0026648839314778647,471297,80,1
PDBbind_D-MPNN_L0_s1729,0.5661918520927429,1.5476292784495917,1.2478175163269043,46.064005851745605,0.0026667912801106772,471297,80,0
PDBbind_GIN_L0_s42,0.6334472894668579,1.591289940368004,1.273936152458191,19.813000202178955,0.0013319651285807292,1388289,43,1
PDBbind_GIN_L0_s123,0.5831073522567749,1.5266708101330184,1.2604858875274658,25.889999866485596,0.0026677449544270835,1388289,57,1
PDBbind_GIN_L0_s456,0.3776264488697052,2.0849250307944414,1.5624065399169922,27.785001039505005,0.001331647237141927,1388289,62,1
PDBbind_GIN_L0_s789,0.44727733731269836,1.925289687120745,1.5377830266952515,29.216612100601196,0.0026629765828450522,1388289,65,1
PDBbind_GIN_L0_s1024,0.4567779302597046,1.951139615912006,1.4838494062423706,33.148003578186035,0.0026639302571614585,1388289,74,1
PDBbind_GIN_L0_s2048,0.3038256764411926,1.96509952283429,1.537705421447754,18.880998849868774,0.0026642481486002603,1388289,42,1
PDBbind_GIN_L0_s3141,0.21029923856258392,2.3441459829875964,1.543906569480896,29.40999722480774,0.0026642481486002603,1388289,65,1
PDBbind_GIN_L0_s9999,0.5773460865020752,1.8087117298772777,1.4975751638412476,23.289997577667236,0.002666473388671875,1388289,52,1
PDBbind_GIN_L0_s7777,0.35962483286857605,1.9244445123163456,1.4627231359481812,28.975001573562622,0.0026642481486002603,1388289,65,1
PDBbind_GIN_L0_s5555,0.1396019458770752,2.6538616438321103,2.0481579303741455,19.36899757385254,0.0026686986287434897,1388289,43,1
PDBbind_GIN_L0_s1111,0.2922316789627075,2.1517339766907324,1.731961727142334,33.924999475479126,0.0026639302571614585,1388289,76,1
PDBbind_GIN_L0_s2222,0.5331338047981262,1.6573108658396811,1.3416190147399902,25.554999351501465,0.0013335545857747395,1388289,57,1
PDBbind_GIN_L0_s3333,0.5219058394432068,1.8590067651101272,1.5705212354660034,33.59000062942505,0.0013319651285807292,1388289,76,1
PDBbind_GIN_L0_s4444,0.5605992078781128,1.8889999341424513,1.4260276556015015,32.304999351501465,0.0026667912801106772,1388289,72,1
PDBbind_GIN_L0_s6666,0.5985169410705566,1.6121978447100316,1.2619765996932983,29.801999807357788,0.00133514404296875,1388289,67,1
PDBbind_GIN_L0_s8888,0.32146352529525757,2.098518293903151,1.6116212606430054,20.21799898147583,0.0013357798258463542,1388289,45,1
PDBbind_GIN_L0_s314,0.40579384565353394,1.7037457376092333,1.3605045080184937,30.910996675491333,0.0013303756713867188,1388289,69,1
PDBbind_GIN_L0_s271,0.5395018458366394,1.8045210328053576,1.3994446992874146,35.773998498916626,0.0026652018229166665,1388289,80,1
PDBbind_GIN_L0_s1618,0.30423635244369507,2.454536954948531,1.6902269124984741,31.01499915122986,0.0026648839314778647,1388289,70,1
PDBbind_GIN_L0_s1729,0.6904259324073792,1.3942672949845687,1.1227457523345947,33.99710512161255,0.0013329188028971355,1388289,76,1
PDBbind_SchNet_L0_s42,0.5772296190261841,1.6943035023687574,1.4029016494750977,101.05799794197083,0.0013322830200195312,1643265,80,0
PDBbind_SchNet_L0_s123,0.5512707233428955,1.5064927091577183,1.2454487085342407,51.708998918533325,0.0013322830200195312,1643265,41,1
PDBbind_SchNet_L0_s456,0.5648689866065979,1.6427476502887766,1.3345836400985718,70.8479995727539,0.0013326009114583333,1643265,56,1
PDBbind_SchNet_L0_s789,0.57929527759552,1.626922204134815,1.3329402208328247,100.96199584007263,0.002666473388671875,1643265,80,0
PDBbind_SchNet_L0_s1024,0.42477676272392273,1.925406026749586,1.481562852859497,93.39006733894348,0.0026674270629882812,1643265,73,1
PDBbind_SchNet_L0_s2048,0.5136762261390686,1.6085196879577979,1.219038963317871,39.59989142417908,0.0013322830200195312,1643265,31,1
PDBbind_SchNet_L0_s3141,0.3697587847709656,1.5204574782432265,1.1839897632598877,74.7180016040802,0.0026639302571614585,1643265,58,1
PDBbind_SchNet_L0_s9999,0.6928707957267761,1.630539621769554,1.3868883848190308,104.05551981925964,0.001331329345703125,1643265,79,1
PDBbind_SchNet_L0_s7777,0.3716752529144287,1.7756293779404462,1.3731279373168945,107.02056050300598,0.0013329188028971355,1643265,80,0
PDBbind_SchNet_L0_s5555,0.5247266292572021,1.5135301880511707,1.2059969902038574,48.60419178009033,0.0013332366943359375,1643265,36,1
PDBbind_SchNet_L0_s1111,0.4459262788295746,1.8617541054887456,1.475929617881775,105.28610754013062,0.001331329345703125,1643265,80,0
PDBbind_SchNet_L0_s2222,0.6044031977653503,1.5257370246536746,1.3028501272201538,105.63149642944336,0.0013341903686523438,1643265,80,1
PDBbind_SchNet_L0_s3333,0.5307090878486633,1.7854270813088107,1.4279670715332031,65.48932456970215,0.0013332366943359375,1643265,50,1
PDBbind_SchNet_L0_s4444,0.5313985347747803,1.9274863225548098,1.5566366910934448,95.08100080490112,0.0026661554972330728,1643265,72,1
PDBbind_SchNet_L0_s6666,0.6030035614967346,1.6190752446465075,1.295318841934204,104.80199980735779,0.0013332366943359375,1643265,80,0
PDBbind_SchNet_L0_s8888,0.4022238254547119,1.720793255146061,1.4040433168411255,86.81999683380127,0.0013338724772135417,1643265,66,1
PDBbind_SchNet_L0_s314,0.5682806968688965,1.319342533436741,1.0408812761306763,68.04262185096741,0.0026642481486002603,1643265,52,1
PDBbind_SchNet_L0_s271,0.5155341029167175,1.7960740667843418,1.4220805168151855,105.16000247001648,0.001331647237141927,1643265,80,0
PDBbind_SchNet_L0_s1618,0.5407400131225586,1.6921490102178862,1.3041045665740967,87.71022725105286,0.0013338724772135417,1643265,66,1
PDBbind_SchNet_L0_s1729,0.6163431406021118,1.475235761777055,1.1592246294021606,106.94863414764404,0.0013335545857747395,1643265,80,0
PDBbind_DimeNet_L0_s42,0.542059063911438,1.7403224661609025,1.3897160291671753,86.72888255119324,0.0026674270629882812,879105,80,0
PDBbind_DimeNet_L0_s123,0.5275976657867432,1.51025390625,1.249662160873413,51.31017804145813,0.0013326009114583333,879105,46,1
PDBbind_DimeNet_L0_s456,0.5478583574295044,1.608282144090965,1.26558518409729,89.23899936676025,0.0026677449544270835,879105,80,0
PDBbind_DimeNet_L0_s789,0.5490359663963318,1.6733504585261154,1.387713074684143,88.70199990272522,0.0013287862141927083,879105,80,0
PDBbind_DimeNet_L0_s1024,0.35234883427619934,1.9959356017646466,1.5195187330245972,61.93300533294678,0.002666473388671875,879105,56,1
PDBbind_DimeNet_L0_s2048,0.6102441549301147,1.5194744501554782,1.1917730569839478,88.66599750518799,0.001331329345703125,879105,80,0
PDBbind_DimeNet_L0_s3141,0.34716740250587463,1.5228004884392907,1.1917098760604858,62.45900249481201,0.0013335545857747395,879105,56,1
PDBbind_DimeNet_L0_s9999,0.6389984488487244,1.6857347792541206,1.4173622131347656,82.25657963752747,0.002667109171549479,879105,74,1
PDBbind_DimeNet_L0_s7777,0.3185253441333771,1.8415976423674338,1.4345494508743286,92.14000296592712,0.0013332366943359375,879105,80,0
PDBbind_DimeNet_L0_s5555,0.5911171436309814,1.419451902079209,1.1089832782745361,76.86900043487549,0.002669652303059896,879105,65,1
PDBbind_DimeNet_L0_s1111,0.4360373616218567,1.8726421790137426,1.5057085752487183,93.39700245857239,0.0013306935628255208,879105,80,0
PDBbind_DimeNet_L0_s2222,0.5803221464157104,1.5447054203760455,1.303905725479126,94.08499956130981,0.0026639302571614585,879105,80,0
PDBbind_DimeNet_L0_s3333,0.4666116237640381,1.9050957358826925,1.5353114604949951,42.17900013923645,0.002666473388671875,879105,36,1
PDBbind_DimeNet_L0_s4444,0.4864688515663147,1.991003724486059,1.6171233654022217,52.65420341491699,0.0026642481486002603,879105,45,1
PDBbind_DimeNet_L0_s6666,0.578905463218689,1.6449227852367019,1.3380314111709595,94.31599950790405,0.002669652303059896,879105,80,0
PDBbind_DimeNet_L0_s8888,0.404949814081192,1.7430448603544688,1.4206504821777344,98.89100170135498,0.0026712417602539062,879105,80,0
PDBbind_DimeNet_L0_s314,0.5694493651390076,1.3137164155712533,1.0549581050872803,93.95899891853333,0.0026645660400390625,879105,80,0
PDBbind_DimeNet_L0_s271,0.5072876214981079,1.800828713807279,1.400571584701538,86.4450032711029,0.0013332366943359375,879105,80,0
PDBbind_DimeNet_L0_s1618,0.5384498834609985,1.657031828409442,1.2789725065231323,83.13282322883606,0.0026674270629882812,879105,80,0
PDBbind_DimeNet_L0_s1729,0.5842894315719604,1.5229669088624718,1.2117687463760376,85.07799983024597,0.002666473388671875,879105,80,0
PDBbind_Uni-Mol_L0_s42,0.34933143854141235,1.922777351741357,1.5433717966079712,31.63982367515564,0.0013332366943359375,3200905,30,1
PDBbind_Uni-Mol_L0_s123,0.5569517612457275,1.4981684629193517,1.2654876708984375,58.63299918174744,0.0013345082600911458,3200905,59,1
PDBbind_Uni-Mol_L0_s456,0.5091366171836853,1.7253047452785872,1.4317673444747925,56.53699707984924,0.0013322830200195312,3200905,55,1
PDBbind_Uni-Mol_L0_s789,0.49005746841430664,1.8244304003247898,1.432876467704773,89.05899953842163,0.0026667912801106772,3200905,80,0
PDBbind_Uni-Mol_L0_s1024,0.33850526809692383,2.1332552383950434,1.614402413368225,48.8949990272522,0.0026712417602539062,3200905,46,1
PDBbind_Uni-Mol_L0_s2048,0.6219502091407776,1.4706590298834514,1.1645781993865967,79.36900520324707,0.0013357798258463542,3200905,75,1
PDBbind_Uni-Mol_L0_s3141,0.3224152624607086,1.592979843452744,1.246927261352539,39.35400104522705,0.0026677449544270835,3200905,37,1
PDBbind_Uni-Mol_L0_s9999,0.658738374710083,1.6857987057719692,1.468336582183838,32.481202602386475,0.0013329188028971355,3200905,31,1
PDBbind_Uni-Mol_L0_s7777,0.3323577046394348,1.9104898547592288,1.4548836946487427,57.85791850090027,0.00133514404296875,3200905,59,1
PDBbind_Uni-Mol_L0_s5555,0.48612865805625916,1.534584618446267,1.1903067827224731,26.975000619888306,0.0013332366943359375,3200905,30,1
PDBbind_Uni-Mol_L0_s1111,0.4366718828678131,1.8896647765564607,1.5247550010681152,79.98400115966797,0.0013332366943359375,3200905,74,1
PDBbind_Uni-Mol_L0_s2222,0.598181426525116,1.5366489443029412,1.2816437482833862,40.66200089454651,0.0026667912801106772,3200905,46,1
PDBbind_Uni-Mol_L0_s3333,0.47591203451156616,1.9113190588939768,1.5417174100875854,27.26799988746643,0.0026680628458658853,3200905,30,1
PDBbind_Uni-Mol_L0_s4444,0.45933467149734497,2.031589421010437,1.6182433366775513,26.08399987220764,0.0013329188028971355,3200905,30,1
PDBbind_Uni-Mol_L0_s6666,0.5508253574371338,1.6668629610179713,1.3209599256515503,36.92500019073486,0.0013322830200195312,3200905,41,1
PDBbind_Uni-Mol_L0_s8888,0.3750847578048706,1.8830156651968106,1.4912313222885132,71.08132123947144,0.0026655197143554688,3200905,80,0
PDBbind_Uni-Mol_L0_s314,0.5624134540557861,1.4195142997943193,1.128636360168457,64.68599915504456,0.0013335545857747395,3200905,71,1
PDBbind_Uni-Mol_L0_s271,0.4273150861263275,1.8975883437186256,1.4692615270614624,43.67299962043762,0.0013341903686523438,3200905,48,1
PDBbind_Uni-Mol_L0_s1618,0.5011258125305176,1.7387398447032247,1.3480700254440308,53.072004079818726,0.0013338724772135417,3200905,57,1
PDBbind_Uni-Mol_L0_s1729,0.5130066871643066,1.6185060000539675,1.304215669631958,43.82900142669678,0.002666473388671875,3200905,47,1
PDBbind_AttentiveFP_L0_s42,0.4924556016921997,1.7815320644913786,1.4306553602218628,130.71099948883057,0.0026655197143554688,3158791,80,0
PDBbind_AttentiveFP_L0_s123,0.5721619725227356,1.4581774582891722,1.2120023965835571,114.2313940525055,0.002666473388671875,3158791,70,1
PDBbind_AttentiveFP_L0_s456,0.5311943888664246,1.6241525494330746,1.2846746444702148,130.76799941062927,0.002666473388671875,3158791,80,0
PDBbind_AttentiveFP_L0_s789,0.5306631326675415,1.69316605077062,1.43654203414917,130.50699996948242,0.0013332366943359375,3158791,80,0
PDBbind_AttentiveFP_L0_s1024,0.3622952699661255,1.9122290101387402,1.447615385055542,132.6607551574707,0.002666473388671875,3158791,80,0
PDBbind_AttentiveFP_L0_s2048,0.5064498782157898,1.6312499532297646,1.2319096326828003,75.69800233840942,0.0026667912801106772,3158791,46,1
PDBbind_AttentiveFP_L0_s3141,0.35101017355918884,1.5139844214873777,1.1660680770874023,110.91099905967712,0.0013338724772135417,3158791,67,1
PDBbind_AttentiveFP_L0_s9999,0.6329348683357239,1.6398349131091174,1.3965048789978027,115.5049364566803,0.002665837605794271,3158791,71,1
PDBbind_AttentiveFP_L0_s7777,0.3462589383125305,1.8422097059987104,1.4935680627822876,127.42200064659119,0.0026680628458658853,3158791,80,0
PDBbind_AttentiveFP_L0_s5555,0.5273754000663757,1.490700585070397,1.1712416410446167,65.33099603652954,0.0013335545857747395,3158791,41,1
PDBbind_AttentiveFP_L0_s1111,0.45855897665023804,1.8536207131118794,1.5101501941680908,126.77800035476685,0.001331647237141927,3158791,80,0
PDBbind_AttentiveFP_L0_s2222,0.6401807069778442,1.4629697485434203,1.2260934114456177,126.83800339698792,0.0013319651285807292,3158791,80,0
PDBbind_AttentiveFP_L0_s3333,0.42883220314979553,1.9602782824567615,1.5686218738555908,47.48499941825867,0.0013329188028971355,3158791,30,1
PDBbind_AttentiveFP_L0_s4444,0.5507140755653381,1.9042614429796645,1.5424516201019287,109.58166217803955,0.0026648839314778647,3158791,69,1
PDBbind_AttentiveFP_L0_s6666,0.5852157473564148,1.6109543985392552,1.313341498374939,127.33200073242188,0.0013319651285807292,3158791,80,0
PDBbind_AttentiveFP_L0_s8888,0.3730747699737549,1.7472400017814018,1.4101237058639526,127.73199987411499,0.002665837605794271,3158791,80,0
PDBbind_AttentiveFP_L0_s314,0.5673567652702332,1.312795106318115,1.023287296295166,127.15000009536743,0.0013322830200195312,3158791,80,0
PDBbind_AttentiveFP_L0_s271,0.5010882616043091,1.7947744281964544,1.4055354595184326,109.84399890899658,0.001331647237141927,3158791,69,1
PDBbind_AttentiveFP_L0_s1618,0.5729070901870728,1.6124102663607143,1.2859539985656738,125.88500213623047,0.0026661554972330728,3158791,80,0
PDBbind_AttentiveFP_L0_s1729,0.5766738057136536,1.5324943313369332,1.204505205154419,127.23399996757507,0.0026648839314778647,3158791,80,0
PDBbind_PharmaJEGNN_L1_s42,0.5343217849731445,1.7301135247528454,1.407262921333313,1285.5305604934692,0.0013345082600911458,4221697,80,0
PDBbind_PharmaJEGNN_L1_s123,0.6199602484703064,1.4083221004346602,1.1988983154296875,1278.3847601413727,0.001331329345703125,4221697,80,0
PDBbind_PharmaJEGNN_L1_s456,0.6258057951927185,1.4977624416761013,1.1845448017120361,1720.4086894989014,0.001331647237141927,4221697,80,0
PDBbind_PharmaJEGNN_L1_s789,0.5785204768180847,1.6472124365690493,1.309908390045166,4939.812825202942,0.0013338724772135417,4221697,80,0
PDBbind_PharmaJEGNN_L1_s1024,0.3503342568874359,1.9599538821030211,1.4717705249786377,3322.736466884613,0.002669652303059896,4221697,71,1
PDBbind_PharmaJEGNN_L1_s2048,0.6370564103126526,1.455112205976715,1.163408637046814,1901.6974816322327,0.0026667912801106772,4221697,80,0
PDBbind_PharmaJEGNN_L1_s3141,0.29499033093452454,1.5914865015663717,1.256815791130066,906.3402724266052,0.0026661554972330728,4221697,33,1
PDBbind_PharmaJEGNN_L1_s9999,0.6661776304244995,1.61828995872748,1.362985610961914,752.180969953537,0.0026661554972330728,4221697,54,1
PDBbind_PharmaJEGNN_L1_s7777,0.38314327597618103,1.804864123400088,1.3993183374404907,3965.0303370952606,0.001331647237141927,4221697,80,0
PDBbind_PharmaJEGNN_L1_s5555,0.6243622899055481,1.3722066248180185,1.0486114025115967,1374.254009962082,0.0013319651285807292,4221697,80,0
PDBbind_PharmaJEGNN_L1_s1111,0.49026840925216675,1.8153753164766926,1.4168545007705688,2904.5415155887604,0.0013338724772135417,4221697,80,0
PDBbind_PharmaJEGNN_L1_s2222,0.5840116143226624,1.5925931284695758,1.3108547925949097,1439.4061641693115,0.0026652018229166665,4221697,73,1
PDBbind_PharmaJEGNN_L1_s3333,0.5773661136627197,1.7146120371063296,1.3710899353027344,3701.27387547493,0.00133514404296875,4221697,80,1
PDBbind_PharmaJEGNN_L1_s4444,0.5009610652923584,1.979476409231949,1.6055514812469482,969.5009579658508,0.0026677449544270835,4221697,58,1
PDBbind_PharmaJEGNN_L1_s6666,0.5072025656700134,1.7346136255465194,1.3941816091537476,267.6040372848511,0.004001617431640625,4221697,80,0
PDBbind_PharmaJEGNN_L1_s8888,0.4284600615501404,1.7711435008959582,1.456073522567749,1428.9381051063538,0.0039946238199869795,4221697,80,0
PDBbind_PharmaJEGNN_L1_s314,0.5921986103057861,1.296171756027241,1.0443562269210815,263.4983558654785,0.0013335545857747395,4221697,65,1
PDBbind_PharmaJEGNN_L1_s271,0.5322425365447998,1.7483448648330053,1.3235968351364136,147.20999908447266,0.0013360977172851562,4221697,63,1
PDBbind_PharmaJEGNN_L1_s1618,0.5719842314720154,1.610353709277867,1.2273204326629639,1040.3402252197266,0.0013329188028971355,4221697,71,1
PDBbind_PharmaJEGNN_L1_s1729,0.5767456889152527,1.5402179389171464,1.2216503620147705,849.3616125583649,0.0026680628458658853,4221697,59,1
PDBbind_D-MPNN_L1_s42,0.579781711101532,1.674494251363232,1.3516932725906372,47.60000252723694,0.0026648839314778647,471297,80,0
PDBbind_D-MPNN_L1_s123,0.48450955748558044,1.5832831056893237,1.340453028678894,43.16900086402893,0.0013326009114583333,471297,73,1
PDBbind_D-MPNN_L1_s456,0.5074358582496643,1.6681303352507895,1.325467586517334,21.545000553131104,0.0013319651285807292,471297,36,1
PDBbind_D-MPNN_L1_s789,0.5105100274085999,1.702759869833796,1.4053893089294434,47.21499681472778,0.0013335545857747395,471297,80,0
PDBbind_D-MPNN_L1_s1024,0.40354979038238525,1.877379687501463,1.4002490043640137,43.33400273323059,0.0026642481486002603,471297,73,1
PDBbind_D-MPNN_L1_s2048,0.46207740902900696,1.6714654581310437,1.2854704856872559,18.886000394821167,0.0013332366943359375,471297,32,1
PDBbind_D-MPNN_L1_s3141,0.3224298357963562,1.5763230564451691,1.2457869052886963,30.27900528907776,0.0013329188028971355,471297,51,1
PDBbind_D-MPNN_L1_s9999,0.634186863899231,1.6501236377979474,1.414963722229004,46.12500023841858,0.002667109171549479,471297,78,1
PDBbind_D-MPNN_L1_s7777,0.3367004990577698,1.8066192460728303,1.4107784032821655,42.73300576210022,0.0026636123657226562,471297,72,1
PDBbind_D-MPNN_L1_s5555,0.5930479764938354,1.423618798377312,1.1460728645324707,41.00399899482727,0.0013341903686523438,471297,69,1
PDBbind_D-MPNN_L1_s1111,0.4528127610683441,1.8584877269340658,1.4783316850662231,47.154003858566284,0.00133514404296875,471297,80,0
PDBbind_D-MPNN_L1_s2222,0.6262978911399841,1.4932110057409889,1.2269628047943115,44.511000871658325,0.0026674270629882812,471297,75,1
PDBbind_D-MPNN_L1_s3333,0.6038902997970581,1.681666711833085,1.3644031286239624,47.29900050163269,0.0013329188028971355,471297,80,0
PDBbind_D-MPNN_L1_s4444,0.4752075672149658,2.0194316079444334,1.6654952764511108,20.14600110054016,0.0026645660400390625,471297,34,1
PDBbind_D-MPNN_L1_s6666,0.5977898240089417,1.6206228284604272,1.302125096321106,47.33400201797485,0.0026661554972330728,471297,80,0
PDBbind_D-MPNN_L1_s8888,0.48291927576065063,1.659504482009228,1.342983365058899,47.91300344467163,0.0026667912801106772,471297,80,0
PDBbind_D-MPNN_L1_s314,0.5966606736183167,1.2787309865572785,1.0204983949661255,43.01700019836426,0.0026712417602539062,471297,73,1
PDBbind_D-MPNN_L1_s271,0.5401928424835205,1.7526955280798204,1.381084680557251,47.540003299713135,0.001331329345703125,471297,80,0
PDBbind_D-MPNN_L1_s1618,0.5654099583625793,1.616552845726778,1.2381991147994995,46.40499997138977,0.002666473388671875,471297,79,1
PDBbind_D-MPNN_L1_s1729,0.567516028881073,1.5478146714107286,1.2524001598358154,47.48500156402588,0.0013335545857747395,471297,80,0
PDBbind_GIN_L1_s42,0.6889628171920776,1.5867979224327724,1.2642887830734253,28.80100393295288,0.0013287862141927083,1388289,61,1
PDBbind_GIN_L1_s123,0.4584363102912903,1.7339380762115557,1.4358309507369995,27.67599844932556,0.0026652018229166665,1388289,59,1
PDBbind_GIN_L1_s456,0.3158857226371765,2.3126839229540717,1.6321159601211548,23.515003442764282,0.0013335545857747395,1388289,50,1
PDBbind_GIN_L1_s789,0.3929383158683777,2.0519012008885826,1.6090689897537231,26.042000770568848,0.0026623407999674478,1388289,56,1
PDBbind_GIN_L1_s1024,0.4171053171157837,1.9680430035971186,1.4352717399597168,37.501004219055176,0.0026629765828450522,1388289,80,0
PDBbind_GIN_L1_s2048,0.5998080968856812,1.5779510251073476,1.2384952306747437,32.05999684333801,0.0013322830200195312,1388289,69,1
PDBbind_GIN_L1_s3141,0.2422952950000763,2.587967919688848,1.4303237199783325,37.47600269317627,0.0013335545857747395,1388289,80,0
PDBbind_GIN_L1_s9999,0.6335127353668213,1.6545708979947304,1.2515482902526855,28.874997854232788,0.0013335545857747395,1388289,62,1
PDBbind_GIN_L1_s7777,0.31232884526252747,1.944613350238149,1.5007885694503784,26.100003004074097,0.0013329188028971355,1388289,56,1
PDBbind_GIN_L1_s5555,0.18554316461086273,3.000721208984242,1.7988797426223755,20.993998527526855,0.002667109171549479,1388289,45,1
PDBbind_GIN_L1_s1111,0.37053072452545166,2.0624348023253423,1.5600179433822632,35.64699721336365,0.002665837605794271,1388289,77,1
PDBbind_GIN_L1_s2222,0.6064320206642151,1.6420324918433888,1.269801378250122,32.64000153541565,0.001331647237141927,1388289,70,1
PDBbind_GIN_L1_s3333,0.48248401284217834,1.9017768030706206,1.5196843147277832,27.30700135231018,0.0026680628458658853,1388289,59,1
PDBbind_GIN_L1_s4444,0.4849875569343567,2.0813256189853795,1.586187481880188,26.631999492645264,0.0013335545857747395,1388289,57,1
